fecha,variacion_ipc,valor_uf,usdclp,tpm,eurclp
2001-09-04,0.7,16010.61,661.97,6.5,603.33
2001-09-05,0.7,16009.58,663.47,6.5,587.97
2001-09-06,0.7,16008.55,665.32,6.5,589.72
2001-09-07,0.7,16007.51,666.58,6.5,597.24
2001-09-08,0.7,16006.48,666.58,6.5,597.24
2001-09-09,0.7,16005.44,666.58,6.5,597.24
2001-09-10,0.7,16009.69,665.89,6.5,603.71
2001-09-11,0.7,16013.94,667.34,6.5,600.29
2001-09-12,0.7,16018.2,685.87,6.5,627.22
2001-09-13,0.7,16022.45,678.76,6.5,615.54
2001-09-14,0.7,16026.71,679.41,6.5,619.39
2001-09-15,0.7,16030.97,679.41,6.5,619.39
2001-09-16,0.7,16035.23,679.41,6.5,619.39
2001-09-17,0.7,16039.49,689.01,6.5,634.56
2001-09-18,0.7,16043.75,689.01,6.5,634.56
2001-09-19,0.7,16048.01,689.01,6.5,634.56
2001-09-20,0.7,16052.27,693.92,6.5,641.27
2001-09-21,0.7,16056.54,695.21,6.5,644.31
2001-09-22,0.7,16060.8,695.21,6.5,644.31
2001-09-23,0.7,16065.07,695.21,6.5,644.31
2001-09-24,0.7,16069.33,694.98,6.5,634.4
2001-09-25,0.7,16073.6,691.0,6.5,633.02
2001-09-26,0.7,16077.87,691.26,6.5,637.81
2001-09-27,0.7,16082.14,694.89,6.5,641.58
2001-09-28,0.7,16086.42,696.23,6.5,638.74
2001-09-29,0.7,16090.69,696.23,6.5,638.74
2001-09-30,0.7,16094.96,696.23,6.5,638.74
2001-10-01,0.1,16099.24,695.02,6.5,632.53
2001-10-02,0.1,16103.52,695.78,6.5,638.1
2001-10-03,0.1,16107.79,695.87,6.5,638.94
2001-10-04,0.1,16112.07,697.62,6.5,636.86
2001-10-05,0.1,16116.35,701.73,6.5,642.85
2001-10-06,0.1,16120.63,701.73,6.5,642.85
2001-10-07,0.1,16124.92,701.73,6.5,642.85
2001-10-08,0.1,16129.2,708.19,6.5,649.83
2001-10-09,0.1,16133.48,713.55,6.5,656.38
2001-10-10,0.1,16137.11,713.88,6.5,652.36
2001-10-11,0.1,16140.74,714.99,6.5,651.06
2001-10-12,0.1,16144.37,706.11,6.5,637.34
2001-10-13,0.1,16148.01,706.11,6.5,637.34
2001-10-14,0.1,16151.64,706.11,6.5,637.34
2001-10-15,0.1,16155.28,706.11,6.5,637.34
2001-10-16,0.1,16158.91,707.32,6.5,643.9
2001-10-17,0.1,16162.55,707.69,6.5,643.06
2001-10-18,0.1,16166.19,703.12,6.5,633.84
2001-10-19,0.1,16169.82,708.22,6.5,640.52
2001-10-20,0.1,16173.46,708.22,6.5,640.52
2001-10-21,0.1,16177.1,708.22,6.5,640.52
2001-10-22,0.1,16180.74,713.73,6.5,640.98
2001-10-23,0.1,16184.39,711.92,6.5,635.08
2001-10-24,0.1,16188.03,707.65,6.5,629.69
2001-10-25,0.1,16191.67,712.35,6.5,636.54
2001-10-26,0.1,16195.31,714.72,6.5,639.23
2001-10-27,0.1,16198.96,714.72,6.5,639.23
2001-10-28,0.1,16202.6,714.72,6.5,639.23
2001-10-29,0.1,16206.25,715.47,6.5,638.07
2001-10-30,0.1,16209.9,716.61,6.5,647.87
2001-10-31,0.1,16213.55,716.62,6.5,649.17
2001-11-01,0.0,16217.19,716.62,6.5,649.17
2001-11-02,0.0,16220.84,712.36,6.5,641.82
2001-11-03,0.0,16224.49,712.36,6.5,641.82
2001-11-04,0.0,16228.15,712.36,6.5,641.82
2001-11-05,0.0,16231.8,715.67,6.5,645.27
2001-11-06,0.0,16235.45,711.11,6.5,637.71
2001-11-07,0.0,16239.1,706.05,6.5,633.12
2001-11-08,0.0,16242.76,703.76,6.5,630.44
2001-11-09,0.0,16246.41,697.09,6.5,622.24
2001-11-10,0.0,16246.95,697.09,6.5,622.24
2001-11-11,0.0,16247.49,697.09,6.5,622.24
2001-11-12,0.0,16248.03,697.25,6.5,623.16
2001-11-13,0.0,16248.58,702.24,6.5,628.29
2001-11-14,0.0,16249.12,695.79,6.5,613.36
2001-11-15,0.0,16249.66,685.42,6.5,605.66
2001-11-16,0.0,16250.2,681.61,6.5,601.39
2001-11-17,0.0,16250.74,681.61,6.5,601.39
2001-11-18,0.0,16251.28,681.61,6.5,601.39
2001-11-19,0.0,16251.82,680.66,6.5,601.93
2001-11-20,0.0,16252.37,675.97,6.5,595.52
2001-11-21,0.0,16252.91,678.58,6.5,599.13
2001-11-22,0.0,16253.45,683.42,6.5,600.18
2001-11-23,0.0,16253.99,675.07,6.5,593.05
2001-11-24,0.0,16254.53,675.07,6.5,593.05
2001-11-25,0.0,16255.07,675.07,6.5,593.05
2001-11-26,0.0,16255.61,676.92,6.5,594.05
2001-11-27,0.0,16256.16,672.09,6.5,591.16
2001-11-28,0.0,16256.7,670.13,6.5,590.74
2001-11-29,0.0,16257.24,674.34,6.5,597.71
2001-11-30,0.0,16257.78,681.9,6.5,605.27
2001-12-01,-0.3,16258.32,681.9,6.5,605.27
2001-12-02,-0.3,16258.86,681.9,6.5,605.27
2001-12-03,-0.3,16259.41,689.95,6.5,617.79
2001-12-04,-0.3,16259.95,682.11,6.5,607.83
2001-12-05,-0.3,16260.49,671.16,6.5,597.49
2001-12-06,-0.3,16261.03,673.5,6.5,596.92
2001-12-07,-0.3,16261.57,675.55,6.5,604.3
2001-12-08,-0.3,16262.11,675.55,6.5,604.3
2001-12-09,-0.3,16262.66,675.55,6.5,604.3
2001-12-10,-0.3,16262.66,670.64,6.5,596.34
2001-12-11,-0.3,16262.66,666.92,6.5,592.08
2001-12-12,-0.3,16262.66,665.65,6.5,592.74
2001-12-13,-0.3,16262.66,669.15,6.5,600.67
2001-12-14,-0.3,16262.66,671.52,6.5,600.16
2001-12-15,-0.3,16262.66,671.52,6.5,600.16
2001-12-16,-0.3,16262.66,671.52,6.5,600.16
2001-12-17,-0.3,16262.66,669.45,6.5,605.13
2001-12-18,-0.3,16262.66,666.96,6.5,602.6
2001-12-19,-0.3,16262.66,663.51,6.5,598.24
2001-12-20,-0.3,16262.66,660.58,6.5,595.49
2001-12-21,-0.3,16262.66,666.11,6.5,597.62
2001-12-22,-0.3,16262.66,666.11,6.5,597.62
2001-12-23,-0.3,16262.66,666.11,6.5,597.62
2001-12-24,-0.3,16262.66,669.56,6.5,593.9
2001-12-25,-0.3,16262.66,669.56,6.5,593.9
2001-12-26,-0.3,16262.66,664.64,6.5,582.86
2001-12-27,-0.3,16262.66,660.46,6.5,580.83
2001-12-28,-0.3,16262.66,656.2,6.5,579.63
2001-12-29,-0.3,16262.66,656.2,6.5,579.63
2001-12-30,-0.3,16262.66,656.2,6.5,579.63
2001-12-31,-0.3,16262.66,656.2,6.5,579.63
2002-01-01,-0.1,16262.66,656.2,6.5,579.63
2002-01-02,-0.1,16262.66,654.79,6.5,578.18
2002-01-03,-0.1,16262.66,658.31,6.5,594.3
2002-01-04,-0.1,16262.66,648.69,6.5,583.04
2002-01-05,-0.1,16262.66,648.69,6.5,583.04
2002-01-06,-0.1,16262.66,648.69,6.5,583.04
2002-01-07,-0.1,16262.66,650.28,6.5,582.01
2002-01-08,-0.1,16262.66,654.63,6.5,584.91
2002-01-09,-0.1,16262.66,657.3,6.5,585.99
2002-01-10,-0.1,16261.08,667.71,6.5,593.68
2002-01-11,-0.1,16259.51,676.2,6.0,602.57
2002-01-12,-0.1,16257.93,676.2,6.0,602.57
2002-01-13,-0.1,16256.36,676.2,6.0,602.57
2002-01-14,-0.1,16254.78,683.11,6.0,608.51
2002-01-15,-0.1,16253.21,674.04,6.0,602.25
2002-01-16,-0.1,16251.63,663.97,6.0,588.63
2002-01-17,-0.1,16250.06,672.68,6.0,593.82
2002-01-18,-0.1,16248.48,666.76,6.0,587.51
2002-01-19,-0.1,16246.91,666.76,6.0,587.51
2002-01-20,-0.1,16245.33,666.76,6.0,587.51
2002-01-21,-0.1,16243.76,670.23,6.0,592.13
2002-01-22,-0.1,16242.18,670.37,6.0,591.94
2002-01-23,-0.1,16240.61,668.01,6.0,590.53
2002-01-24,-0.1,16239.03,668.46,6.0,586.78
2002-01-25,-0.1,16237.46,672.47,6.0,590.25
2002-01-26,-0.1,16235.89,672.47,6.0,590.25
2002-01-27,-0.1,16234.31,672.47,6.0,590.25
2002-01-28,-0.1,16232.74,671.31,6.0,579.46
2002-01-29,-0.1,16231.17,674.36,6.0,580.64
2002-01-30,-0.1,16229.59,678.33,6.0,586.44
2002-01-31,-0.1,16228.02,678.19,6.0,584.8
2002-02-01,0.0,16226.45,676.23,6.0,580.8
2002-02-02,0.0,16224.88,676.23,6.0,580.8
2002-02-03,0.0,16223.3,676.23,6.0,580.8
2002-02-04,0.0,16221.73,677.76,6.0,583.97
2002-02-05,0.0,16220.16,684.38,6.0,595.27
2002-02-06,0.0,16218.59,687.3,6.0,596.46
2002-02-07,0.0,16217.02,687.29,6.0,596.71
2002-02-08,0.0,16215.44,688.98,6.0,598.44
2002-02-09,0.0,16213.87,688.98,6.0,598.44
2002-02-10,0.0,16213.29,688.98,6.0,598.44
2002-02-11,0.0,16212.71,686.25,6.0,599.24
2002-02-12,0.0,16212.13,685.14,6.0,601.53
2002-02-13,0.0,16211.55,681.05,6.0,596.99
2002-02-14,0.0,16210.97,675.16,6.0,589.14
2002-02-15,0.0,16210.39,675.78,6.0,590.05
2002-02-16,0.0,16209.82,675.78,6.0,590.05
2002-02-17,0.0,16209.24,675.78,6.0,590.05
2002-02-18,0.0,16208.66,677.91,6.0,590.87
2002-02-19,0.0,16208.08,675.76,6.0,588.23
2002-02-20,0.0,16207.5,672.81,5.5,590.24
2002-02-21,0.0,16206.92,671.86,5.5,584.79
2002-02-22,0.0,16206.34,674.64,5.5,586.08
2002-02-23,0.0,16205.76,674.64,5.5,586.08
2002-02-24,0.0,16205.18,674.64,5.5,586.08
2002-02-25,0.0,16204.6,675.39,5.5,591.57
2002-02-26,0.0,16204.02,675.04,5.5,586.69
2002-02-27,0.0,16203.44,672.67,5.5,579.99
2002-02-28,0.0,16202.87,675.3,5.5,583.31
2002-03-01,0.5,16202.29,672.3,5.5,583.09
2002-03-02,0.5,16201.71,672.3,5.5,583.09
2002-03-03,0.5,16201.13,672.3,5.5,583.09
2002-03-04,0.5,16200.55,670.67,5.5,580.06
2002-03-05,0.5,16199.97,666.64,5.5,580.24
2002-03-06,0.5,16199.39,665.84,5.5,579.14
2002-03-07,0.5,16198.81,668.29,5.5,585.35
2002-03-08,0.5,16198.23,666.71,5.5,587.82
2002-03-09,0.5,16197.66,666.71,5.5,587.82
2002-03-10,0.5,16197.66,666.71,5.5,587.82
2002-03-11,0.5,16197.66,661.85,5.5,578.84
2002-03-12,0.5,16197.66,661.38,5.5,579.55
2002-03-13,0.5,16197.66,662.59,4.75,580.3
2002-03-14,0.5,16197.66,659.55,4.75,578.35
2002-03-15,0.5,16197.66,655.44,4.75,578.45
2002-03-16,0.5,16197.66,655.44,4.75,578.45
2002-03-17,0.5,16197.66,655.44,4.75,578.45
2002-03-18,0.5,16197.66,656.69,4.75,579.35
2002-03-19,0.5,16197.66,656.15,4.75,578.77
2002-03-20,0.5,16197.66,656.76,4.75,579.26
2002-03-21,0.5,16197.66,657.47,4.75,581.42
2002-03-22,0.5,16197.66,660.54,4.75,582.54
2002-03-23,0.5,16197.66,660.54,4.75,582.54
2002-03-24,0.5,16197.66,660.54,4.75,582.54
2002-03-25,0.5,16197.66,665.5,4.75,583.46
2002-03-26,0.5,16197.66,670.53,4.75,587.67
2002-03-27,0.5,16197.66,665.94,4.75,583.9
2002-03-28,0.5,16197.66,664.44,4.75,579.99
2002-03-29,0.5,16197.66,664.44,4.75,579.99
2002-03-30,0.5,16197.66,664.44,4.75,579.99
2002-03-31,0.5,16197.66,664.44,4.75,579.99
2002-04-01,0.4,16197.66,655.9,4.75,570.94
2002-04-02,0.4,16197.66,657.29,4.75,578.8
2002-04-03,0.4,16197.66,656.28,4.75,576.39
2002-04-04,0.4,16197.66,658.23,4.75,579.79
2002-04-05,0.4,16197.66,662.78,4.75,581.9
2002-04-06,0.4,16197.66,662.78,4.75,581.9
2002-04-07,0.4,16197.66,662.78,4.75,581.9
2002-04-08,0.4,16197.66,652.74,4.75,574.04
2002-04-09,0.4,16197.66,648.07,4.75,566.59
2002-04-10,0.4,16200.35,647.04,4.75,569.73
2002-04-11,0.4,16203.05,641.75,4.75,564.92
2002-04-12,0.4,16205.74,643.83,4.75,568.55
2002-04-13,0.4,16208.44,643.83,4.75,568.55
2002-04-14,0.4,16211.13,643.83,4.75,568.55
2002-04-15,0.4,16213.83,645.72,4.75,567.97
2002-04-16,0.4,16216.52,646.88,4.75,568.74
2002-04-17,0.4,16219.22,646.35,4.75,570.02
2002-04-18,0.4,16221.91,644.29,4.75,572.96
2002-04-19,0.4,16224.61,649.1,4.75,577.95
2002-04-20,0.4,16227.31,649.1,4.75,577.95
2002-04-21,0.4,16230.01,649.1,4.75,577.95
2002-04-22,0.4,16232.71,647.42,4.75,577.23
2002-04-23,0.4,16235.4,652.22,4.75,580.16
2002-04-24,0.4,16238.1,652.22,4.75,580.16
2002-04-25,0.4,16240.8,653.82,4.75,580.66
2002-04-26,0.4,16243.5,656.5,4.75,589.69
2002-04-27,0.4,16246.2,656.5,4.75,589.69
2002-04-28,0.4,16248.91,656.5,4.75,589.69
2002-04-29,0.4,16251.61,651.94,4.75,587.65
2002-04-30,0.4,16254.31,649.09,4.75,586.46
2002-05-01,0.1,16257.01,649.09,4.75,586.46
2002-05-02,0.1,16259.71,646.44,4.75,581.8
2002-05-03,0.1,16262.42,650.4,4.75,587.37
2002-05-04,0.1,16265.12,650.4,4.75,587.37
2002-05-05,0.1,16267.83,650.4,4.75,587.37
2002-05-06,0.1,16270.53,653.34,4.75,598.95
2002-05-07,0.1,16273.24,655.52,4.75,601.06
2002-05-08,0.1,16275.94,654.96,4.75,599.29
2002-05-09,0.1,16278.65,653.53,4.75,591.59
2002-05-10,0.1,16280.75,656.67,4.0,596.97
2002-05-11,0.1,16282.84,656.67,4.0,596.97
2002-05-12,0.1,16284.94,656.67,4.0,596.97
2002-05-13,0.1,16287.04,659.14,4.0,602.06
2002-05-14,0.1,16289.13,655.32,4.0,597.05
2002-05-15,0.1,16291.23,655.62,4.0,591.61
2002-05-16,0.1,16293.33,652.56,4.0,594.75
2002-05-17,0.1,16295.43,650.31,4.0,593.08
2002-05-18,0.1,16297.53,650.31,4.0,593.08
2002-05-19,0.1,16299.63,650.31,4.0,593.08
2002-05-20,0.1,16301.73,651.68,4.0,600.13
2002-05-21,0.1,16303.82,651.68,4.0,600.13
2002-05-22,0.1,16305.92,651.82,4.0,600.92
2002-05-23,0.1,16308.02,654.49,4.0,605.78
2002-05-24,0.1,16310.12,655.6,4.0,603.79
2002-05-25,0.1,16312.23,655.6,4.0,603.79
2002-05-26,0.1,16314.33,655.6,4.0,603.79
2002-05-27,0.1,16316.43,655.6,4.0,603.79
2002-05-28,0.1,16318.53,655.7,4.0,603.39
2002-05-29,0.1,16320.63,656.39,4.0,609.18
2002-05-30,0.1,16322.73,654.2,4.0,612.15
2002-05-31,0.1,16324.83,654.44,4.0,613.35
2002-06-01,-0.1,16326.94,654.44,4.0,613.35
2002-06-02,-0.1,16329.04,654.44,4.0,613.35
2002-06-03,-0.1,16331.14,655.9,4.0,612.3
2002-06-04,-0.1,16333.24,657.39,4.0,616.28
2002-06-05,-0.1,16335.35,660.74,4.0,621.81
2002-06-06,-0.1,16337.45,661.58,4.0,621.2
2002-06-07,-0.1,16339.56,662.21,4.0,626.14
2002-06-08,-0.1,16341.66,662.21,4.0,626.14
2002-06-09,-0.1,16343.76,662.21,4.0,626.14
2002-06-10,-0.1,16344.3,663.15,4.0,625.67
2002-06-11,-0.1,16344.85,661.29,4.0,624.21
2002-06-12,-0.1,16345.39,663.2,4.0,628.33
2002-06-13,-0.1,16345.94,666.93,4.0,629.6
2002-06-14,-0.1,16346.48,666.17,4.0,627.57
2002-06-15,-0.1,16347.03,666.17,4.0,627.57
2002-06-16,-0.1,16347.57,666.17,4.0,627.57
2002-06-17,-0.1,16348.12,668.42,4.0,631.84
2002-06-18,-0.1,16348.66,667.32,4.0,629.67
2002-06-19,-0.1,16349.21,668.56,4.0,635.94
2002-06-20,-0.1,16349.75,674.96,4.0,646.02
2002-06-21,-0.1,16350.3,685.03,4.0,661.29
2002-06-22,-0.1,16350.84,685.03,4.0,661.29
2002-06-23,-0.1,16351.39,685.03,4.0,661.29
2002-06-24,-0.1,16351.93,693.77,4.0,673.37
2002-06-25,-0.1,16352.47,702.17,4.0,681.39
2002-06-26,-0.1,16353.02,694.63,4.0,679.41
2002-06-27,-0.1,16353.56,704.28,4.0,692.24
2002-06-28,-0.1,16354.11,697.62,4.0,689.62
2002-06-29,-0.1,16354.65,697.62,4.0,689.62
2002-06-30,-0.1,16355.2,697.62,4.0,689.62
2002-07-01,0.4,16355.74,688.05,4.0,681.91
2002-07-02,0.4,16356.29,690.3,4.0,682.65
2002-07-03,0.4,16356.83,698.67,4.0,688.96
2002-07-04,0.4,16357.38,697.13,4.0,683.39
2002-07-05,0.4,16357.92,691.5,4.0,677.94
2002-07-06,0.4,16358.47,691.5,4.0,677.94
2002-07-07,0.4,16359.01,691.5,4.0,677.94
2002-07-08,0.4,16359.56,694.6,4.0,675.94
2002-07-09,0.4,16360.1,697.26,4.0,690.84
2002-07-10,0.4,16359.57,699.91,4.0,695.18
2002-07-11,0.4,16359.04,698.84,4.0,690.83
2002-07-12,0.4,16358.52,696.71,3.25,688.31
2002-07-13,0.4,16357.99,696.71,3.25,688.31
2002-07-14,0.4,16357.46,696.71,3.25,688.31
2002-07-15,0.4,16356.93,693.72,3.25,687.4
2002-07-16,0.4,16356.4,697.01,3.25,699.6
2002-07-17,0.4,16355.88,697.08,3.25,704.05
2002-07-18,0.4,16355.35,693.9,3.25,699.57
2002-07-19,0.4,16354.82,693.21,3.25,699.86
2002-07-20,0.4,16354.29,693.21,3.25,699.86
2002-07-21,0.4,16353.77,693.21,3.25,699.86
2002-07-22,0.4,16353.24,692.5,3.25,701.98
2002-07-23,0.4,16352.71,692.4,3.25,696.93
2002-07-24,0.4,16352.18,696.05,3.25,686.37
2002-07-25,0.4,16351.65,701.65,3.25,697.74
2002-07-26,0.4,16351.13,702.61,3.25,704.09
2002-07-27,0.4,16350.6,702.61,3.25,704.09
2002-07-28,0.4,16350.07,702.61,3.25,704.09
2002-07-29,0.4,16349.54,702.31,3.25,693.3
2002-07-30,0.4,16349.02,699.3,3.25,685.66
2002-07-31,0.4,16348.49,700.98,3.25,689.47
2002-08-01,0.4,16347.96,703.57,3.25,687.01
2002-08-02,0.4,16347.43,704.36,3.25,692.79
2002-08-03,0.4,16346.91,704.36,3.25,692.79
2002-08-04,0.4,16346.38,704.36,3.25,692.79
2002-08-05,0.4,16345.85,697.71,3.25,688.89
2002-08-06,0.4,16345.32,698.41,3.25,685.25
2002-08-07,0.4,16344.79,701.08,3.25,677.18
2002-08-08,0.4,16344.27,696.95,3.25,679.29
2002-08-09,0.4,16343.74,692.21,3.0,668.87
2002-08-10,0.4,16345.84,692.21,3.0,668.87
2002-08-11,0.4,16347.95,692.21,3.0,668.87
2002-08-12,0.4,16350.06,695.14,3.0,674.76
2002-08-13,0.4,16352.16,700.96,3.0,686.07
2002-08-14,0.4,16354.27,702.07,3.0,688.1
2002-08-15,0.4,16356.37,702.07,3.0,688.1
2002-08-16,0.4,16358.48,702.21,3.0,689.12
2002-08-17,0.4,16360.59,702.21,3.0,689.12
2002-08-18,0.4,16362.69,702.21,3.0,689.12
2002-08-19,0.4,16364.8,700.37,3.0,689.0
2002-08-20,0.4,16366.91,699.19,3.0,682.14
2002-08-21,0.4,16369.02,699.46,3.0,685.01
2002-08-22,0.4,16371.12,702.3,3.0,688.33
2002-08-23,0.4,16373.23,705.09,3.0,683.76
2002-08-24,0.4,16375.34,705.09,3.0,683.76
2002-08-25,0.4,16377.45,705.09,3.0,683.76
2002-08-26,0.4,16379.56,706.75,3.0,687.1
2002-08-27,0.4,16381.67,705.92,3.0,686.29
2002-08-28,0.4,16383.78,706.23,3.0,694.29
2002-08-29,0.4,16385.89,713.26,3.0,698.93
2002-08-30,0.4,16388.0,715.16,3.0,703.62
2002-08-31,0.4,16390.11,715.16,3.0,703.62
2002-09-01,0.8,16392.22,715.16,3.0,703.62
2002-09-02,0.8,16394.33,710.35,3.0,697.31
2002-09-03,0.8,16396.44,709.26,3.0,698.23
2002-09-04,0.8,16398.55,714.58,3.0,712.37
2002-09-05,0.8,16400.66,717.35,3.0,710.67
2002-09-06,0.8,16402.78,717.05,3.0,711.64
2002-09-07,0.8,16404.89,717.05,3.0,711.64
2002-09-08,0.8,16407.0,717.05,3.0,711.64
2002-09-09,0.8,16409.11,717.2,3.0,703.14
2002-09-10,0.8,16411.29,716.43,3.0,701.35
2002-09-11,0.8,16413.48,719.19,3.0,701.38
2002-09-12,0.8,16415.66,720.26,3.0,702.28
2002-09-13,0.8,16417.85,721.31,3.0,708.07
2002-09-14,0.8,16420.03,721.31,3.0,708.07
2002-09-15,0.8,16422.22,721.31,3.0,708.07
2002-09-16,0.8,16424.4,721.52,3.0,701.05
2002-09-17,0.8,16426.59,724.76,3.0,703.72
2002-09-18,0.8,16428.77,724.76,3.0,703.72
2002-09-19,0.8,16430.96,724.76,3.0,703.72
2002-09-20,0.8,16433.15,728.7,3.0,707.41
2002-09-21,0.8,16435.33,728.7,3.0,707.41
2002-09-22,0.8,16437.52,728.7,3.0,707.41
2002-09-23,0.8,16439.71,741.1,3.0,726.92
2002-09-24,0.8,16441.9,749.14,3.0,731.94
2002-09-25,0.8,16444.08,746.67,3.0,732.03
2002-09-26,0.8,16446.27,745.1,3.0,727.57
2002-09-27,0.8,16448.46,745.01,3.0,727.62
2002-09-28,0.8,16450.65,745.01,3.0,727.62
2002-09-29,0.8,16452.84,745.01,3.0,727.62
2002-09-30,0.8,16455.03,747.62,3.0,732.82
2002-10-01,0.9,16457.22,748.73,3.0,738.39
2002-10-02,0.9,16459.41,746.35,3.0,734.02
2002-10-03,0.9,16461.6,742.81,3.0,732.7
2002-10-04,0.9,16463.79,743.96,3.0,734.27
2002-10-05,0.9,16465.98,743.96,3.0,734.27
2002-10-06,0.9,16468.17,743.96,3.0,734.27
2002-10-07,0.9,16470.36,743.73,3.0,728.65
2002-10-08,0.9,16472.55,743.54,3.0,730.61
2002-10-09,0.9,16474.75,744.91,3.0,728.38
2002-10-10,0.9,16478.99,750.53,3.0,742.88
2002-10-11,0.9,16483.22,756.56,3.0,745.23
2002-10-12,0.9,16487.46,756.56,3.0,745.23
2002-10-13,0.9,16491.7,756.56,3.0,745.23
2002-10-14,0.9,16495.94,743.01,3.0,733.19
2002-10-15,0.9,16500.18,745.62,3.0,735.54
2002-10-16,0.9,16504.42,744.62,3.0,729.73
2002-10-17,0.9,16508.66,746.18,3.0,732.2
2002-10-18,0.9,16512.91,746.19,3.0,724.39
2002-10-19,0.9,16517.15,746.19,3.0,724.39
2002-10-20,0.9,16521.4,746.19,3.0,724.39
2002-10-21,0.9,16525.64,745.12,3.0,724.05
2002-10-22,0.9,16529.89,740.23,3.0,720.42
2002-10-23,0.9,16534.14,736.7,3.0,720.91
2002-10-24,0.9,16538.39,734.24,3.0,716.82
2002-10-25,0.9,16542.64,735.83,3.0,718.86
2002-10-26,0.9,16546.9,735.83,3.0,718.86
2002-10-27,0.9,16551.15,735.83,3.0,718.86
2002-10-28,0.9,16555.4,735.53,3.0,718.85
2002-10-29,0.9,16559.66,731.95,3.0,719.64
2002-10-30,0.9,16563.92,733.72,3.0,722.52
2002-10-31,0.9,16568.18,733.24,3.0,720.98
2002-11-01,-0.1,16572.44,733.24,3.0,720.98
2002-11-02,-0.1,16576.7,733.24,3.0,720.98
2002-11-03,-0.1,16580.96,733.24,3.0,720.98
2002-11-04,-0.1,16585.22,728.46,3.0,720.46
2002-11-05,-0.1,16589.48,721.29,3.0,718.77
2002-11-06,-0.1,16593.75,719.09,3.0,718.73
2002-11-07,-0.1,16598.01,718.68,3.0,716.17
2002-11-08,-0.1,16602.28,717.22,3.0,723.59
2002-11-09,-0.1,16606.55,717.22,3.0,723.59
2002-11-10,-0.1,16611.51,717.22,3.0,723.59
2002-11-11,-0.1,16616.47,711.08,3.0,717.39
2002-11-12,-0.1,16621.44,710.03,3.0,717.64
2002-11-13,-0.1,16626.4,709.62,3.0,717.37
2002-11-14,-0.1,16631.37,708.32,3.0,712.95
2002-11-15,-0.1,16636.33,708.64,3.0,712.27
2002-11-16,-0.1,16641.3,708.64,3.0,712.27
2002-11-17,-0.1,16646.27,708.64,3.0,712.27
2002-11-18,-0.1,16651.25,706.54,3.0,712.67
2002-11-19,-0.1,16656.22,701.75,3.0,706.77
2002-11-20,-0.1,16661.2,698.81,3.0,700.28
2002-11-21,-0.1,16666.17,697.22,3.0,698.76
2002-11-22,-0.1,16671.15,697.91,3.0,697.49
2002-11-23,-0.1,16676.13,697.91,3.0,697.49
2002-11-24,-0.1,16681.11,697.91,3.0,697.49
2002-11-25,-0.1,16686.09,706.89,3.0,704.85
2002-11-26,-0.1,16691.08,707.9,3.0,703.33
2002-11-27,-0.1,16696.06,707.68,3.0,702.41
2002-11-28,-0.1,16701.05,707.3,3.0,700.3
2002-11-29,-0.1,16706.04,705.1,3.0,700.96
2002-11-30,-0.1,16711.03,705.1,3.0,700.96
2002-12-01,-0.4,16716.02,705.1,3.0,700.96
2002-12-02,-0.4,16721.02,703.25,3.0,699.06
2002-12-03,-0.4,16726.01,700.31,3.0,697.17
2002-12-04,-0.4,16731.01,703.58,3.0,700.99
2002-12-05,-0.4,16736.0,709.8,3.0,710.58
2002-12-06,-0.4,16741.0,709.68,3.0,709.25
2002-12-07,-0.4,16746.0,709.68,3.0,709.25
2002-12-08,-0.4,16751.01,709.68,3.0,709.25
2002-12-09,-0.4,16756.01,705.36,3.0,711.55
2002-12-10,-0.4,16755.47,706.1,3.0,712.37
2002-12-11,-0.4,16754.93,703.33,3.0,709.43
2002-12-12,-0.4,16754.39,699.11,3.0,704.61
2002-12-13,-0.4,16753.85,692.94,3.0,705.5
2002-12-14,-0.4,16753.31,692.94,3.0,705.5
2002-12-15,-0.4,16752.77,692.94,3.0,705.5
2002-12-16,-0.4,16752.22,695.57,3.0,709.62
2002-12-17,-0.4,16751.68,695.12,3.0,710.61
2002-12-18,-0.4,16751.14,693.7,3.0,712.8
2002-12-19,-0.4,16750.6,695.92,3.0,712.67
2002-12-20,-0.4,16750.06,698.07,3.0,716.04
2002-12-21,-0.4,16749.52,698.07,3.0,716.04
2002-12-22,-0.4,16748.98,698.07,3.0,716.04
2002-12-23,-0.4,16748.44,697.08,3.0,714.95
2002-12-24,-0.4,16747.9,702.44,3.0,719.71
2002-12-25,-0.4,16747.36,702.44,3.0,719.71
2002-12-26,-0.4,16746.82,705.73,3.0,726.66
2002-12-27,-0.4,16746.28,709.51,3.0,735.17
2002-12-28,-0.4,16745.74,709.51,3.0,735.17
2002-12-29,-0.4,16745.2,709.51,3.0,735.17
2002-12-30,-0.4,16744.66,712.38,3.0,741.75
2002-12-31,-0.4,16744.12,712.38,3.0,741.75
2003-01-01,0.1,16743.58,712.38,3.0,741.75
2003-01-02,0.1,16743.04,718.61,3.0,752.55
2003-01-03,0.1,16742.5,718.73,3.0,744.18
2003-01-04,0.1,16741.96,718.73,3.0,744.18
2003-01-05,0.1,16741.42,718.73,3.0,744.18
2003-01-06,0.1,16740.87,715.76,3.0,745.43
2003-01-07,0.1,16740.33,710.19,3.0,744.12
2003-01-08,0.1,16739.79,713.4,3.0,743.13
2003-01-09,0.1,16739.25,709.22,3.0,743.73
